date,year,month,quarter,region,product,sales_rep,customer,revenue,cost,profit,units_sold,unit_price,profit_margin,month_name,day_of_week,week_number
2023-11-10,2023,11,Q4,Middle East & Africa,Support & Maintenance,Bob Smith,Quantum Corp,23211.37,16878.9,6332.48,15,1547.42,27.28,November,Friday,45
2023-11-10,2023,11,Q4,Middle East & Africa,Cloud Subscription,Jack Anderson,CloudTech Solutions,17899.81,11989.15,5910.66,18,994.43,33.02,November,Friday,45
2023-11-10,2023,11,Q4,Asia Pacific,Cloud Subscription,David Wilson,Prime Industries,22368.47,13849.92,8518.55,10,2236.85,38.08,November,Friday,45
2023-11-11,2023,11,Q4,Europe,Hardware,Kate Thompson,Enterprise Dynamics,76512.35,51468.2,25044.15,14,5465.17,32.73,November,Saturday,45
2023-11-11,2023,11,Q4,Asia Pacific,Hardware,Henry Taylor,Stellar Enterprises,82082.74,64226.49,17856.25,17,4828.4,21.75,November,Saturday,45
2023-11-11,2023,11,Q4,Latin America,Professional Services,David Wilson,Future Systems Inc,43018.19,27384.78,15633.42,19,2264.12,36.34,November,Saturday,45
2023-11-11,2023,11,Q4,Latin America,Professional Services,Frank Miller,CloudTech Solutions,39913.96,26887.99,13025.97,17,2347.88,32.64,November,Saturday,45
2023-11-12,2023,11,Q4,Asia Pacific,Professional Services,Noah Martinez,NextGen Technologies,49178.37,36467.97,12710.4,11,4470.76,25.85,November,Sunday,45
2023-11-12,2023,11,Q4,Latin America,Professional Services,Grace Lee,Zenith Systems,45207.77,35164.67,10043.1,17,2659.28,22.22,November,Sunday,45
2023-11-12,2023,11,Q4,Latin America,Support & Maintenance,Alice Johnson,Prime Industries,12085.67,7558.8,4526.86,13,929.67,37.46,November,Sunday,45
2023-11-12,2023,11,Q4,North America,Support & Maintenance,Frank Miller,CloudTech Solutions,35270.01,26707.29,8562.72,8,4408.75,24.28,November,Sunday,45
2023-11-12,2023,11,Q4,Latin America,Professional Services,Alice Johnson,Digital Ventures,71672.49,51253.91,20418.58,5,14334.5,28.49,November,Sunday,45
2023-11-13,2023,11,Q4,Asia Pacific,Professional Services,Noah Martinez,Apex Solutions,39258.27,26821.46,12436.82,18,2181.02,31.68,November,Monday,46
2023-11-13,2023,11,Q4,North America,Professional Services,Grace Lee,Prime Industries,101161.26,66915.35,34245.91,18,5620.07,33.85,November,Monday,46
2023-11-13,2023,11,Q4,Asia Pacific,Hardware,Ivy Chen,Digital Ventures,93173.15,60133.76,33039.39,4,23293.29,35.46,November,Monday,46
2023-11-13,2023,11,Q4,Europe,Hardware,Ivy Chen,Pinnacle Corp,59988.24,43356.13,16632.11,14,4284.87,27.73,November,Monday,46
2023-11-14,2023,11,Q4,North America,Software License,David Wilson,Enterprise Dynamics,72350.16,43708.78,28641.38,16,4521.89,39.59,November,Tuesday,46
2023-11-14,2023,11,Q4,Asia Pacific,Support & Maintenance,Liam Garcia,Zenith Systems,17420.67,11047.8,6372.88,6,2903.45,36.58,November,Tuesday,46
2023-11-14,2023,11,Q4,Latin America,Software License,Maya Patel,Prime Industries,30128.37,22255.71,7872.65,13,2317.57,26.13,November,Tuesday,46
2023-11-14,2023,11,Q4,Latin America,Cloud Subscription,Emma Brown,Stellar Enterprises,22037.84,14008.22,8029.63,13,1695.22,36.44,November,Tuesday,46
2023-11-14,2023,11,Q4,Middle East & Africa,Support & Maintenance,Alice Johnson,DataFlow Corp,11442.45,7021.62,4420.83,18,635.69,38.64,November,Tuesday,46
2023-11-15,2023,11,Q4,Asia Pacific,Professional Services,Ivy Chen,Apex Solutions,48647.29,35306.98,13340.32,14,3474.81,27.42,November,Wednesday,46
2023-11-15,2023,11,Q4,Latin America,Professional Services,Bob Smith,Vertex Solutions,39857.33,30753.49,9103.84,5,7971.47,22.84,November,Wednesday,46
2023-11-15,2023,11,Q4,Europe,Software License,Frank Miller,Elite Systems,96206.77,63500.94,32705.83,5,19241.35,34.0,November,Wednesday,46
2023-11-16,2023,11,Q4,Europe,Hardware,Emma Brown,Zenith Systems,47222.85,31273.09,15949.76,4,11805.71,33.78,November,Thursday,46
2023-11-16,2023,11,Q4,Europe,Hardware,Bob Smith,Pinnacle Corp,45544.58,28607.28,16937.3,11,4140.42,37.19,November,Thursday,46
2023-11-16,2023,11,Q4,Europe,Professional Services,Jack Anderson,Horizon Corp,60076.64,41898.03,18178.6,19,3161.93,30.26,November,Thursday,46
2023-11-16,2023,11,Q4,Asia Pacific,Hardware,Ivy Chen,Quantum Corp,108084.83,74732.3,33352.54,8,13510.6,30.86,November,Thursday,46
2023-11-17,2023,11,Q4,North America,Cloud Subscription,Maya Patel,Innovation Systems,29061.71,19274.98,9786.73,2,14530.86,33.68,November,Friday,46
2023-11-17,2023,11,Q4,Asia Pacific,Professional Services,Olivia White,Pinnacle Corp,73123.13,47911.29,25211.84,13,5624.86,34.48,November,Friday,46
2023-11-17,2023,11,Q4,Europe,Cloud Subscription,Frank Miller,Pinnacle Corp,31982.04,20716.31,11265.73,19,1683.27,35.23,November,Friday,46
2023-11-17,2023,11,Q4,Europe,Support & Maintenance,Frank Miller,NextGen Technologies,24323.76,17233.65,7090.11,5,4864.75,29.15,November,Friday,46
2023-11-17,2023,11,Q4,Europe,Professional Services,Emma Brown,Stellar Enterprises,63134.9,42790.4,20344.5,11,5739.54,32.22,November,Friday,46
2023-11-17,2023,11,Q4,North America,Cloud Subscription,Bob Smith,Elite Systems,46886.24,37507.23,9379.01,6,7814.37,20.0,November,Friday,46
2023-11-17,2023,11,Q4,Latin America,Support & Maintenance,Maya Patel,Vertex Solutions,13026.83,9655.09,3371.75,4,3256.71,25.88,November,Friday,46
2023-11-17,2023,11,Q4,North America,Hardware,Alice Johnson,Summit Technologies,46455.54,29376.43,17079.11,1,46455.54,36.76,November,Friday,46
2023-11-18,2023,11,Q4,North America,Hardware,Grace Lee,Global Solutions Ltd,99762.61,67360.41,32402.2,15,6650.84,32.48,November,Saturday,46
2023-11-18,2023,11,Q4,Middle East & Africa,Professional Services,Maya Patel,Horizon Corp,30121.57,21201.84,8919.73,10,3012.16,29.61,November,Saturday,46
2023-11-18,2023,11,Q4,Latin America,Professional Services,Jack Anderson,NextGen Technologies,40221.14,24421.85,15799.28,17,2365.95,39.28,November,Saturday,46
2023-11-18,2023,11,Q4,North America,Software License,Jack Anderson,Innovation Systems,133667.43,97653.48,36013.95,15,8911.16,26.94,November,Saturday,46
2023-11-18,2023,11,Q4,Middle East & Africa,Software License,Ivy Chen,Enterprise Dynamics,75033.74,50356.12,24677.62,4,18758.44,32.89,November,Saturday,46
2023-11-19,2023,11,Q4,North America,Hardware,Olivia White,Pinnacle Corp,70482.53,44311.23,26171.3,4,17620.63,37.13,November,Sunday,46
2023-11-19,2023,11,Q4,Middle East & Africa,Cloud Subscription,Maya Patel,Innovation Systems,30210.98,19715.9,10495.08,8,3776.37,34.74,November,Sunday,46
2023-11-19,2023,11,Q4,Latin America,Professional Services,Henry Taylor,Pinnacle Corp,30331.52,23729.88,6601.64,12,2527.63,21.76,November,Sunday,46
2023-11-19,2023,11,Q4,Europe,Professional Services,Bob Smith,Enterprise Dynamics,69433.39,54609.16,14824.23,6,11572.23,21.35,November,Sunday,46
2023-11-19,2023,11,Q4,Middle East & Africa,Professional Services,Henry Taylor,Summit Technologies,33589.49,22382.49,11207.0,15,2239.3,33.36,November,Sunday,46
2023-11-19,2023,11,Q4,Latin America,Software License,Grace Lee,Zenith Systems,66909.43,42879.09,24030.34,10,6690.94,35.91,November,Sunday,46
2023-11-19,2023,11,Q4,Asia Pacific,Software License,Jack Anderson,Prime Industries,69621.43,46111.33,23510.09,18,3867.86,33.77,November,Sunday,46
2023-11-20,2023,11,Q4,North America,Cloud Subscription,Frank Miller,Elite Systems,49751.43,37080.5,12670.93,16,3109.46,25.47,November,Monday,47
2023-11-20,2023,11,Q4,Europe,Professional Services,Noah Martinez,Smart Analytics Co,30735.21,24114.8,6620.41,3,10245.07,21.54,November,Monday,47
2023-11-20,2023,11,Q4,Middle East & Africa,Professional Services,Ivy Chen,Pinnacle Corp,25323.21,17833.85,7489.36,5,5064.64,29.58,November,Monday,47
2023-11-21,2023,11,Q4,Europe,Hardware,Olivia White,Apex Solutions,1000.0,636.83,363.17,5,200.0,36.32,November,Tuesday,47
2023-11-21,2023,11,Q4,Middle East & Africa,Cloud Subscription,David Wilson,CloudTech Solutions,18642.47,11921.27,6721.2,15,1242.83,36.05,November,Tuesday,47
2023-11-21,2023,11,Q4,Europe,Professional Services,Carol Davis,DataFlow Corp,23210.03,16584.8,6625.23,12,1934.17,28.54,November,Tuesday,47
2023-11-21,2023,11,Q4,North America,Hardware,Jack Anderson,Global Solutions Ltd,64017.01,46081.57,17935.44,1,64017.01,28.02,November,Tuesday,47
2023-11-21,2023,11,Q4,Europe,Hardware,Frank Miller,Innovation Systems,80335.75,63741.18,16594.57,9,8926.19,20.66,November,Tuesday,47
2023-11-21,2023,11,Q4,Asia Pacific,Professional Services,Olivia White,Smart Analytics Co,64255.53,45096.2,19159.33,9,7139.5,29.82,November,Tuesday,47
2023-11-21,2023,11,Q4,Europe,Cloud Subscription,Emma Brown,Enterprise Dynamics,20775.47,16224.0,4551.48,19,1093.45,21.91,November,Tuesday,47
2023-11-21,2023,11,Q4,Latin America,Professional Services,David Wilson,Digital Ventures,52760.59,33087.86,19672.73,19,2776.87,37.29,November,Tuesday,47
2023-11-22,2023,11,Q4,North America,Cloud Subscription,Olivia White,Pinnacle Corp,42604.7,28211.01,14393.68,8,5325.59,33.78,November,Wednesday,47
2023-11-22,2023,11,Q4,North America,Support & Maintenance,Alice Johnson,Pinnacle Corp,23627.55,17433.71,6193.84,2,11813.77,26.21,November,Wednesday,47
2023-11-22,2023,11,Q4,Europe,Support & Maintenance,Alice Johnson,Pinnacle Corp,30921.88,24162.41,6759.47,17,1818.93,21.86,November,Wednesday,47
2023-11-22,2023,11,Q4,Latin America,Support & Maintenance,David Wilson,Digital Ventures,16755.21,11852.92,4902.29,1,16755.21,29.26,November,Wednesday,47
2023-11-22,2023,11,Q4,Latin America,Hardware,Noah Martinez,DataFlow Corp,9321.73,6475.5,2846.22,2,4660.86,30.53,November,Wednesday,47
2023-11-23,2023,11,Q4,Europe,Hardware,Olivia White,Zenith Systems,28626.45,22238.21,6388.24,6,4771.07,22.32,November,Thursday,47
2023-11-23,2023,11,Q4,Middle East & Africa,Software License,Carol Davis,Digital Ventures,62201.38,48656.82,13544.56,18,3455.63,21.78,November,Thursday,47
2023-11-23,2023,11,Q4,North America,Support & Maintenance,Liam Garcia,Stellar Enterprises,28476.43,19903.29,8573.14,4,7119.11,30.11,November,Thursday,47
2023-11-24,2023,11,Q4,Asia Pacific,Support & Maintenance,David Wilson,Digital Ventures,10361.75,7940.19,2421.56,13,740.13,23.37,November,Friday,47
2023-11-24,2023,11,Q4,North America,Hardware,Frank Miller,Vertex Solutions,90545.01,65734.59,24810.42,11,8231.36,27.4,November,Friday,47
2023-11-24,2023,11,Q4,Asia Pacific,Hardware,Bob Smith,Pinnacle Corp,16944.24,13384.76,3559.49,3,5648.08,21.01,November,Friday,47
2023-11-24,2023,11,Q4,North America,Software License,Grace Lee,Elite Systems,136138.65,93910.0,42228.65,2,68069.32,31.02,November,Friday,47
2023-11-24,2023,11,Q4,Latin America,Software License,Frank Miller,Apex Solutions,76198.99,57260.9,18938.09,14,5442.78,24.85,November,Friday,47
2023-11-25,2023,11,Q4,North America,Support & Maintenance,Noah Martinez,Quantum Corp,37041.29,23887.38,13153.9,17,2178.9,35.51,November,Saturday,47
2023-11-25,2023,11,Q4,Europe,Software License,Kate Thompson,Prime Industries,47623.21,29917.19,17706.02,16,2976.45,37.18,November,Saturday,47
2023-11-25,2023,11,Q4,Latin America,Software License,Emma Brown,NextGen Technologies,83607.46,52306.51,31300.95,17,4918.09,37.44,November,Saturday,47
2023-11-25,2023,11,Q4,North America,Cloud Subscription,Noah Martinez,Smart Analytics Co,68766.91,54371.92,14394.99,4,17191.73,20.93,November,Saturday,47
2023-11-25,2023,11,Q4,Europe,Hardware,Alice Johnson,CloudTech Solutions,88730.81,66343.97,22386.84,12,7394.23,25.23,November,Saturday,47
2023-11-26,2023,11,Q4,Europe,Cloud Subscription,Liam Garcia,Vertex Solutions,55518.99,36060.09,19458.9,1,55518.99,35.05,November,Sunday,47
2023-11-26,2023,11,Q4,North America,Software License,Jack Anderson,Digital Ventures,108895.96,83592.3,25303.66,4,27223.99,23.24,November,Sunday,47
2023-11-26,2023,11,Q4,Asia Pacific,Professional Services,Jack Anderson,Elite Systems,71859.71,53245.78,18613.93,3,23953.24,25.9,November,Sunday,47
2023-11-26,2023,11,Q4,Europe,Support & Maintenance,Carol Davis,Enterprise Dynamics,29725.6,18303.76,11421.84,2,14862.8,38.42,November,Sunday,47
2023-11-26,2023,11,Q4,Middle East & Africa,Cloud Subscription,Liam Garcia,Enterprise Dynamics,17772.23,13494.33,4277.91,6,2962.04,24.07,November,Sunday,47
2023-11-26,2023,11,Q4,Asia Pacific,Software License,Maya Patel,Enterprise Dynamics,92186.43,70488.99,21697.45,3,30728.81,23.54,November,Sunday,47
2023-11-26,2023,11,Q4,North America,Support & Maintenance,David Wilson,Quantum Corp,36216.19,24776.73,11439.46,4,9054.05,31.59,November,Sunday,47
2023-11-27,2023,11,Q4,Asia Pacific,Professional Services,Jack Anderson,NextGen Technologies,17270.92,13465.06,3805.86,12,1439.24,22.04,November,Monday,48
2023-11-27,2023,11,Q4,North America,Software License,Frank Miller,TechCorp Inc,106233.68,70280.55,35953.14,1,106233.68,33.84,November,Monday,48
2023-11-27,2023,11,Q4,Latin America,Software License,Liam Garcia,CloudTech Solutions,48116.15,38426.02,9690.14,14,3436.87,20.14,November,Monday,48
2023-11-27,2023,11,Q4,Latin America,Software License,Ivy Chen,Prime Industries,49676.76,37003.44,12673.32,16,3104.8,25.51,November,Monday,48
2023-11-27,2023,11,Q4,Middle East & Africa,Hardware,Carol Davis,Enterprise Dynamics,51207.24,31612.49,19594.75,17,3012.19,38.27,November,Monday,48
2023-11-27,2023,11,Q4,North America,Software License,Frank Miller,Smart Analytics Co,102215.52,81021.71,21193.81,6,17035.92,20.73,November,Monday,48
2023-11-28,2023,11,Q4,Latin America,Software License,Bob Smith,Vertex Solutions,74120.95,48379.4,25741.55,2,37060.47,34.73,November,Tuesday,48
2023-11-28,2023,11,Q4,Latin America,Support & Maintenance,Noah Martinez,Horizon Corp,19933.06,12477.3,7455.76,1,19933.06,37.4,November,Tuesday,48
2023-11-28,2023,11,Q4,Latin America,Cloud Subscription,Noah Martinez,Stellar Enterprises,20955.86,13829.59,7126.27,15,1397.06,34.01,November,Tuesday,48
2023-11-29,2023,11,Q4,North America,Professional Services,Henry Taylor,Vertex Solutions,89731.75,56869.86,32861.88,14,6409.41,36.62,November,Wednesday,48
2023-11-29,2023,11,Q4,Asia Pacific,Cloud Subscription,Frank Miller,Horizon Corp,50826.49,36753.34,14073.15,15,3388.43,27.69,November,Wednesday,48
2023-11-29,2023,11,Q4,Asia Pacific,Hardware,Kate Thompson,DataFlow Corp,42689.43,32434.89,10254.54,16,2668.09,24.02,November,Wednesday,48
2023-11-29,2023,11,Q4,Latin America,Support & Maintenance,Liam Garcia,Zenith Systems,8275.48,6297.88,1977.59,1,8275.48,23.9,November,Wednesday,48
2023-11-29,2023,11,Q4,Europe,Cloud Subscription,David Wilson,Summit Technologies,22023.33,13262.61,8760.72,5,4404.67,39.78,November,Wednesday,48
2023-11-29,2023,11,Q4,Europe,Cloud Subscription,David Wilson,Innovation Systems,43225.67,29339.53,13886.14,6,7204.28,32.12,November,Wednesday,48
2023-11-29,2023,11,Q4,North America,Support & Maintenance,Emma Brown,Stellar Enterprises,37200.38,25392.83,11807.56,5,7440.08,31.74,November,Wednesday,48
2023-11-29,2023,11,Q4,North America,Cloud Subscription,David Wilson,Future Systems Inc,72368.46,46357.96,26010.49,8,9046.06,35.94,November,Wednesday,48
2023-11-30,2023,11,Q4,Asia Pacific,Professional Services,Liam Garcia,Pinnacle Corp,83297.7,61772.0,21525.71,4,20824.43,25.84,November,Thursday,48
2023-11-30,2023,11,Q4,Middle East & Africa,Hardware,Ivy Chen,Zenith Systems,11308.06,8964.42,2343.63,17,665.18,20.73,November,Thursday,48
2023-11-30,2023,11,Q4,Asia Pacific,Cloud Subscription,Frank Miller,Elite Systems,52117.46,33990.85,18126.6,15,3474.5,34.78,November,Thursday,48
2023-11-30,2023,11,Q4,Asia Pacific,Cloud Subscription,Jack Anderson,Global Solutions Ltd,49023.07,38851.03,10172.04,19,2580.16,20.75,November,Thursday,48
2023-12-01,2023,12,Q4,Latin America,Software License,Maya Patel,Digital Ventures,54421.94,33158.54,21263.4,17,3201.29,39.07,December,Friday,48
2023-12-01,2023,12,Q4,Europe,Software License,Carol Davis,Global Solutions Ltd,90294.02,60630.87,29663.15,12,7524.5,32.85,December,Friday,48
2023-12-01,2023,12,Q4,Europe,Cloud Subscription,Grace Lee,NextGen Technologies,54705.05,33602.75,21102.3,6,9117.51,38.57,December,Friday,48
2023-12-01,2023,12,Q4,North America,Hardware,Henry Taylor,Vertex Solutions,114554.92,73717.08,40837.84,9,12728.32,35.65,December,Friday,48
2023-12-01,2023,12,Q4,Asia Pacific,Cloud Subscription,Kate Thompson,Zenith Systems,39310.51,31225.34,8085.17,10,3931.05,20.57,December,Friday,48
2023-12-01,2023,12,Q4,Latin America,Support & Maintenance,David Wilson,Pinnacle Corp,17767.33,12103.08,5664.25,19,935.12,31.88,December,Friday,48
2023-12-01,2023,12,Q4,Middle East & Africa,Professional Services,Ivy Chen,Pinnacle Corp,43455.68,28817.45,14638.23,15,2897.05,33.69,December,Friday,48
2023-12-01,2023,12,Q4,North America,Professional Services,Kate Thompson,Summit Technologies,71182.96,46505.07,24677.89,5,14236.59,34.67,December,Friday,48
2023-12-02,2023,12,Q4,Asia Pacific,Cloud Subscription,Emma Brown,NextGen Technologies,38705.48,24712.34,13993.14,19,2037.13,36.15,December,Saturday,48
2023-12-02,2023,12,Q4,Latin America,Hardware,Henry Taylor,DataFlow Corp,45241.32,28377.69,16863.62,3,15080.44,37.27,December,Saturday,48
2023-12-02,2023,12,Q4,Asia Pacific,Hardware,Emma Brown,Innovation Systems,32195.69,22905.87,9289.82,14,2299.69,28.85,December,Saturday,48
2023-12-02,2023,12,Q4,Asia Pacific,Support & Maintenance,Kate Thompson,TechCorp Inc,29243.95,21366.29,7877.66,6,4177.71,26.94,December,Saturday,48
2023-12-02,2023,12,Q4,Middle East & Africa,Cloud Subscription,Bob Smith,Smart Analytics Co,24247.51,15115.32,9132.19,5,4849.5,37.66,December,Saturday,48
2023-12-03,2023,12,Q4,North America,Software License,Ivy Chen,Quantum Corp,162482.69,100522.46,61960.24,6,27080.45,38.13,December,Sunday,48
2023-12-03,2023,12,Q4,Europe,Professional Services,Emma Brown,Pinnacle Corp,41939.99,25574.97,16365.02,8,5242.5,39.02,December,Sunday,48
2023-12-03,2023,12,Q4,Latin America,Hardware,Bob Smith,Summit Technologies,37586.0,27089.8,10496.2,14,2505.73,27.93,December,Sunday,48
2023-12-03,2023,12,Q4,Europe,Support & Maintenance,Noah Martinez,Summit Technologies,29769.9,20260.17,9509.73,4,7442.47,31.94,December,Sunday,48
2023-12-03,2023,12,Q4,Europe,Cloud Subscription,Noah Martinez,Smart Analytics Co,48883.82,37145.35,11738.48,6,8147.3,24.01,December,Sunday,48
2023-12-03,2023,12,Q4,North America,Cloud Subscription,Liam Garcia,Apex Solutions,53030.05,35284.03,17746.02,17,3119.41,33.46,December,Sunday,48
2023-12-04,2023,12,Q4,Middle East & Africa,Cloud Subscription,Jack Anderson,Summit Technologies,11101.7,8270.71,2830.99,5,2220.34,25.5,December,Monday,49
2023-12-04,2023,12,Q4,Middle East & Africa,Software License,Maya Patel,Horizon Corp,59646.09,41135.69,18510.4,7,8520.87,31.03,December,Monday,49
2023-12-04,2023,12,Q4,Asia Pacific,Hardware,David Wilson,Summit Technologies,70619.5,43901.88,26717.61,11,6419.95,37.83,December,Monday,49
2023-12-04,2023,12,Q4,Europe,Professional Services,Carol Davis,DataFlow Corp,61193.3,48894.35,12298.96,19,3220.7,20.1,December,Monday,49
2023-12-04,2023,12,Q4,Europe,Hardware,David Wilson,CloudTech Solutions,7726.75,5220.19,2506.56,12,643.9,32.44,December,Monday,49
2023-12-04,2023,12,Q4,Middle East & Africa,Hardware,Grace Lee,Digital Ventures,28813.5,17329.17,11484.32,9,3201.5,39.86,December,Monday,49
2023-12-04,2023,12,Q4,Asia Pacific,Software License,Grace Lee,Quantum Corp,100426.88,66611.92,33814.96,11,9129.72,33.67,December,Monday,49
2023-12-05,2023,12,Q4,Middle East & Africa,Support & Maintenance,Olivia White,Vertex Solutions,10338.6,7422.7,2915.89,1,10338.6,28.2,December,Tuesday,49
2023-12-05,2023,12,Q4,Latin America,Professional Services,Carol Davis,Quantum Corp,38082.67,23111.06,14971.61,6,6347.11,39.31,December,Tuesday,49
2023-12-05,2023,12,Q4,North America,Software License,Emma Brown,Horizon Corp,44210.8,31788.9,12421.9,17,2600.64,28.1,December,Tuesday,49
2023-12-05,2023,12,Q4,Asia Pacific,Cloud Subscription,Olivia White,Stellar Enterprises,46519.31,30599.19,15920.12,8,5814.91,34.22,December,Tuesday,49
2023-12-05,2023,12,Q4,Middle East & Africa,Software License,Alice Johnson,Elite Systems,30450.0,23409.19,7040.8,6,5075.0,23.12,December,Tuesday,49
2023-12-05,2023,12,Q4,Europe,Cloud Subscription,Henry Taylor,Enterprise Dynamics,40254.69,30681.18,9573.5,6,6709.11,23.78,December,Tuesday,49
2023-12-06,2023,12,Q4,Latin America,Cloud Subscription,Kate Thompson,Elite Systems,29657.37,19083.32,10574.05,18,1647.63,35.65,December,Wednesday,49
2023-12-06,2023,12,Q4,Latin America,Hardware,David Wilson,Smart Analytics Co,72643.02,51502.83,21140.19,15,4842.87,29.1,December,Wednesday,49
2023-12-06,2023,12,Q4,Asia Pacific,Software License,David Wilson,Future Systems Inc,35500.89,21487.52,14013.37,11,3227.35,39.47,December,Wednesday,49
2023-12-06,2023,12,Q4,Europe,Support & Maintenance,Bob Smith,Zenith Systems,29569.75,22917.62,6652.13,7,4224.25,22.5,December,Wednesday,49
2023-12-07,2023,12,Q4,Europe,Cloud Subscription,Henry Taylor,CloudTech Solutions,43876.68,28790.03,15086.66,2,21938.34,34.38,December,Thursday,49
2023-12-07,2023,12,Q4,Asia Pacific,Professional Services,Alice Johnson,DataFlow Corp,28175.7,17187.14,10988.56,5,5635.14,39.0,December,Thursday,49
2023-12-07,2023,12,Q4,Middle East & Africa,Professional Services,Ivy Chen,DataFlow Corp,42452.8,30510.4,11942.4,5,8490.56,28.13,December,Thursday,49
2023-12-07,2023,12,Q4,Middle East & Africa,Support & Maintenance,David Wilson,Pinnacle Corp,14322.68,9850.46,4472.22,6,2387.11,31.22,December,Thursday,49
2023-12-07,2023,12,Q4,Asia Pacific,Software License,Ivy Chen,Stellar Enterprises,77141.18,55266.72,21874.46,11,7012.83,28.36,December,Thursday,49
2023-12-07,2023,12,Q4,Latin America,Cloud Subscription,Bob Smith,NextGen Technologies,32924.68,26143.8,6780.88,19,1732.88,20.6,December,Thursday,49
2023-12-07,2023,12,Q4,Asia Pacific,Software License,Grace Lee,Future Systems Inc,60073.23,42065.47,18007.76,18,3337.4,29.98,December,Thursday,49
2023-12-07,2023,12,Q4,North America,Support & Maintenance,Grace Lee,Zenith Systems,10361.01,7093.78,3267.23,1,10361.01,31.53,December,Thursday,49
2023-12-08,2023,12,Q4,Latin America,Professional Services,David Wilson,Summit Technologies,76073.44,58643.32,17430.12,1,76073.44,22.91,December,Friday,49
2023-12-08,2023,12,Q4,North America,Software License,Liam Garcia,Stellar Enterprises,90158.7,70532.89,19625.8,17,5303.45,21.77,December,Friday,49
2023-12-08,2023,12,Q4,Middle East & Africa,Professional Services,David Wilson,Vertex Solutions,21558.39,13927.25,7631.14,9,2395.38,35.4,December,Friday,49
2023-12-08,2023,12,Q4,Latin America,Support & Maintenance,Alice Johnson,DataFlow Corp,13904.56,8354.82,5549.74,2,6952.28,39.91,December,Friday,49
2023-12-09,2023,12,Q4,Asia Pacific,Professional Services,Kate Thompson,Summit Technologies,29673.99,18251.56,11422.43,4,7418.5,38.49,December,Saturday,49
2023-12-09,2023,12,Q4,Asia Pacific,Support & Maintenance,Kate Thompson,Future Systems Inc,12466.3,8919.67,3546.63,4,3116.58,28.45,December,Saturday,49
2023-12-09,2023,12,Q4,Asia Pacific,Software License,Alice Johnson,DataFlow Corp,54304.2,39816.8,14487.4,10,5430.42,26.68,December,Saturday,49
2023-12-09,2023,12,Q4,Latin America,Cloud Subscription,Jack Anderson,Vertex Solutions,26462.78,17293.78,9169.0,7,3780.4,34.65,December,Saturday,49
2023-12-09,2023,12,Q4,Europe,Hardware,Grace Lee,Future Systems Inc,50638.7,34713.78,15924.92,11,4603.52,31.45,December,Saturday,49
2023-12-10,2023,12,Q4,Latin America,Hardware,Jack Anderson,Zenith Systems,27120.25,16699.62,10420.62,2,13560.12,38.42,December,Sunday,49
2023-12-10,2023,12,Q4,Latin America,Hardware,Ivy Chen,Prime Industries,66608.34,44497.53,22110.81,6,11101.39,33.2,December,Sunday,49
2023-12-10,2023,12,Q4,North America,Hardware,Bob Smith,Zenith Systems,21811.16,14317.11,7494.05,11,1982.83,34.36,December,Sunday,49
2023-12-11,2023,12,Q4,North America,Hardware,Bob Smith,DataFlow Corp,72654.63,53045.46,19609.17,14,5189.62,26.99,December,Monday,50
2023-12-11,2023,12,Q4,Europe,Professional Services,Jack Anderson,Stellar Enterprises,57980.86,38672.5,19308.36,18,3221.16,33.3,December,Monday,50
2023-12-11,2023,12,Q4,Latin America,Support & Maintenance,Liam Garcia,Global Solutions Ltd,16102.52,10154.23,5948.29,4,4025.63,36.94,December,Monday,50
2023-12-11,2023,12,Q4,Asia Pacific,Support & Maintenance,Noah Martinez,Pinnacle Corp,35195.62,24532.25,10663.37,6,5027.95,30.3,December,Monday,50
2023-12-11,2023,12,Q4,Middle East & Africa,Hardware,Alice Johnson,Prime Industries,53283.44,38676.86,14606.58,8,6660.43,27.41,December,Monday,50
2023-12-11,2023,12,Q4,Latin America,Software License,David Wilson,Zenith Systems,85093.38,53075.39,32017.99,5,17018.68,37.63,December,Monday,50
2023-12-11,2023,12,Q4,Europe,Software License,Kate Thompson,NextGen Technologies,38429.18,30537.23,7891.95,19,2022.59,20.54,December,Monday,50
2023-12-11,2023,12,Q4,North America,Professional Services,Olivia White,Elite Systems,56064.7,44411.87,11652.82,16,3504.04,20.78,December,Monday,50
2023-12-12,2023,12,Q4,Latin America,Professional Services,Frank Miller,Apex Solutions,34988.14,25379.56,9608.58,17,2058.13,27.46,December,Tuesday,50
2023-12-12,2023,12,Q4,Asia Pacific,Cloud Subscription,Emma Brown,Pinnacle Corp,24672.5,18607.0,6065.5,13,1897.88,24.58,December,Tuesday,50
2023-12-12,2023,12,Q4,North America,Professional Services,Henry Taylor,Future Systems Inc,59621.58,45911.55,13710.02,4,14905.39,23.0,December,Tuesday,50
2023-12-13,2023,12,Q4,Europe,Hardware,Maya Patel,Horizon Corp,17948.2,11521.11,6427.09,19,944.64,35.81,December,Wednesday,50
2023-12-13,2023,12,Q4,Asia Pacific,Support & Maintenance,Maya Patel,Apex Solutions,27927.4,20189.36,7738.03,9,3103.04,27.71,December,Wednesday,50
2023-12-13,2023,12,Q4,Europe,Support & Maintenance,Noah Martinez,Innovation Systems,17346.56,11226.51,6120.05,6,2891.09,35.28,December,Wednesday,50
2023-12-13,2023,12,Q4,Asia Pacific,Professional Services,Jack Anderson,Horizon Corp,70919.77,47540.11,23379.66,9,7879.97,32.97,December,Wednesday,50
